@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class integer
@data
'GRUNFER01',693,12916,5124,516,1299,1815,1419,472,134,801,1511,4328,2065,1248,961,98,33,0
'GUARIGE01',129,1082,413,0,0,294,36,0,0,0,146,447,168,126,77,0,0,0
'GUDMUPE01',150,2060,693,166,397,563,153,35,96,195,400,508,251,252,190,2,1,0
'GUERIRI01',848,27449,14676,0,0,4278,4211,0,0,0,2769,12451,5174,5549,4328,0,0,1
'GUGLITO01',763,23558,9895,1565,4023,5588,2140,1079,492,1734,1882,8584,3871,2570,1945,732,208,1
'GUIBEAN01',22,200,60,26,35,61,12,8,2,18,35,67,22,25,16,4,0,0
'GUIDIJA01',64,346,98,41,56,97,20,13,15,26,71,87,35,46,28,0,0,0
'GUNTHCO01',84,0,893,0,0,0,65,0,0,0,181,937,311,422,271,0,0,0
'GUNTHDA01',1,5,2,0,0,3,3,0,0,0,1,2,1,0,0,0,0,0
'GUOKAAL01',57,0,214,0,0,0,95,0,0,0,143,299,93,50,28,0,0,0
'GUOKAMA01',735,16603,4285,77,246,1446,2174,117,41,0,1485,3665,1792,964,701,0,0,0
'GUOKAMA02',47,0,82,0,0,0,9,0,0,0,70,104,28,47,26,0,0,0
'GUYTOAJ01',80,1247,442,12,68,80,147,20,12,62,58,440,166,45,37,193,73,0
'HACKERU01',6,46,14,4,9,13,3,0,1,0,8,10,3,14,8,0,0,0
'HAFFNSC01',50,609,213,9,46,55,89,16,3,37,57,238,96,27,18,23,3,0
'HAGANCL01',745,21731,13447,0,0,5116,2242,0,0,0,2388,11630,5239,3722,2969,0,0,1
'HAGANGL01',4,25,7,2,2,4,8,3,0,1,7,7,3,1,1,0,0,0
'HAHNBO01',10,0,10,0,0,0,1,0,0,0,17,13,4,7,2,0,0,0
'HAIRSAL01',42,294,91,0,0,41,44,0,0,0,38,122,41,15,9,0,0,0
'HAIRSHA01',776,24330,11505,639,1347,8019,1268,116,28,0,2334,8872,4240,4080,3025,0,0,0
'HAIRSLI01',47,651,273,65,114,179,21,21,32,0,84,228,104,112,65,0,0,0
'HAISLMA01',79,810,286,47,74,121,16,15,32,36,95,265,115,77,52,15,4,0
'HALBECH01',303,0,2671,0,0,539,438,0,0,0,814,2900,910,1344,851,0,0,0
'HALBRHA01',143,2039,786,0,0,949,64,0,0,0,441,885,307,291,172,0,0,0
'HALEBR01',142,0,1297,0,0,49,424,0,0,0,285,1334,444,536,409,0,0,0
'HALEYJA01',341,3288,1180,340,581,921,82,60,48,216,574,1022,434,476,312,3,0,0
'HALIMSH01',169,2519,1136,0,0,571,302,0,0,0,275,1223,485,267,166,0,0,0
'HALLIJE01',92,1075,562,0,0,145,116,0,0,0,157,529,233,118,96,0,0,0
'HAMDA01',417,5180,1139,399,564,963,229,136,154,308,766,856,443,504,249,16,4,0
'HAMERST01',35,268,76,17,43,60,7,2,4,13,39,57,30,29,16,2,0,0
'HAMILDA01',14,0,25,0,0,0,17,0,0,0,30,33,8,19,9,0,0,0
'HAMILDE01',69,519,197,0,0,101,38,0,0,0,65,175,91,18,15,0,0,0
'HAMILRA01',48,0,289,0,0,0,83,0,0,0,67,447,114,91,61,0,0,0
'HAMILRI01',448,14436,7721,385,1090,1475,1393,385,73,1044,1184,6550,2883,2088,1785,570,170,0
'HAMILRO01',73,1121,336,47,63,110,192,48,5,119,83,290,116,152,104,2,0,0
'HAMILST01',82,1094,368,0,0,278,43,0,0,0,183,371,138,132,92,0,0,0
'HAMILTA01',9,98,20,6,12,18,5,4,0,2,10,19,10,1,0,1,0,0
'HAMILTH01',33,343,107,41,71,112,16,4,23,37,37,110,44,41,19,0,0,0
'HAMILZE01',121,1511,559,79,374,453,33,35,28,102,210,386,169,335,221,0,0,0
'HAMMIGE01',8,27,14,3,4,7,2,0,0,2,4,10,4,9,6,0,0,0
'HAMMOTO01',687,10417,3617,733,1510,2243,378,167,136,529,1245,2940,1410,1154,797,11,0,0
'HANCODA01',133,1398,467,58,111,169,89,56,10,97,157,370,196,126,73,6,2,0
'HANDLBE01',38,469,163,45,75,120,19,10,9,28,87,130,68,44,27,1,0,0
'HANKICE01',80,0,394,0,0,0,22,0,0,0,77,507,140,185,114,0,0,0
'HANKIPH01',31,187,122,23,34,57,6,4,1,0,21,114,56,13,10,0,0,0
'HANNUAL01',516,7713,3078,0,0,2013,857,0,0,0,1955,3341,1182,1134,714,0,0,0
'HANRADO01',18,121,33,0,0,30,11,0,0,0,24,32,11,15,11,0,0,0
'HANSEBO01',575,11104,3952,408,874,1282,947,359,50,562,1199,3512,1642,760,503,511,165,0
'HANSEGL01',112,1447,588,106,141,247,93,61,16,1,191,582,240,149,108,0,0,0
'HANSELA01',15,205,76,22,37,59,14,1,1,9,28,57,29,31,18,0,0,0
'HANSETR01',41,507,123,30,40,70,19,10,9,15,67,130,46,27,22,30,9,0
'HANSORE01',8,26,6,3,3,6,1,2,1,3,8,6,3,0,0,0,0,0
'HANSRO01',80,1734,556,0,0,176,207,0,0,0,192,582,221,205,114,0,0,0
'HANZLBI01',748,15534,5414,691,1367,2058,2058,727,205,1090,2222,4232,1836,2171,1696,216,46,0
'HARDAAN01',684,23316,10614,898,2203,3101,3482,1104,311,1767,1531,8657,3969,2820,2181,1571,495,1
'HARDATI01',867,30623,15373,536,2319,2855,7095,1428,129,2481,2027,13076,5640,3263,2551,4345,1542,1
'HARDIRE01',191,5224,1774,0,0,1771,325,0,0,0,541,1830,761,410,252,0,0,0
'HARDNCH01',164,2474,1198,0,0,930,103,0,0,0,376,1023,433,513,332,0,0,0
'HARDYAL01',60,421,193,22,31,53,23,10,13,31,45,195,84,39,25,5,0,0
'HARDYJA01',249,5379,1410,437,875,1312,315,178,235,299,590,1269,611,267,187,3,1,0
'HARGIJO01',74,0,710,0,0,30,111,0,0,0,196,616,248,301,214,0,0,0
'HARKNJE01',5,59,29,0,0,6,6,0,0,0,4,30,13,8,3,0,0,0
'HARLISK01',26,218,106,0,0,16,37,0,0,0,29,90,41,31,24,0,0,0
'HARMOJE01',10,158,46,9,14,23,12,9,0,7,12,53,21,6,3,1,1,0
'HARPEDE01',1199,37783,15997,696,2189,2885,6571,1958,304,2338,2755,13379,6187,3426,2554,3023,1069,0
'HARPEMI01',123,1894,613,155,277,432,71,78,102,124,302,506,240,238,133,4,0,0
'HARPERO01',1009,31199,13910,1322,2987,4309,3916,1716,729,2251,2324,11946,5326,3799,2735,1811,523,0
'HARPRMA01',378,11610,4967,724,1558,2282,600,312,64,649,1050,3984,1908,1340,1022,384,129,0
'HARRIAD01',19,111,30,1,7,8,12,2,1,2,8,37,11,4,3,14,5,0
'HARRIAL01',420,11675,4743,711,1624,2335,691,369,121,832,1324,4138,1873,1304,937,246,60,0
'HARRIAR01',238,5206,2171,0,0,575,639,0,0,0,709,2331,923,519,325,0,0,0
'HARRIBE01',11,25,5,2,6,8,1,0,1,0,0,11,2,2,1,0,0,0
'HARRIBO01',325,5768,2209,0,0,1824,502,0,0,0,1003,2091,804,957,601,0,0,0
'HARRIBO02',615,12926,4418,0,0,1358,1672,0,0,0,2035,5067,1782,1232,854,0,0,1
'HARRICH01',41,420,101,0,0,44,44,0,0,0,43,149,37,45,27,0,0,0
'HARRIDA01',43,760,264,48,87,135,13,16,55,53,134,184,106,91,52,0,0,0
'HARRIDE01',76,1173,436,28,74,102,169,77,19,82,139,366,157,103,78,131,44,0
'HARRILO01',111,2553,581,57,256,313,339,105,20,198,322,645,233,147,102,47,13,0
'HARRILU01',800,15702,5784,522,1342,1864,1130,556,86,594,1013,5151,2194,1258,994,1155,402,0
'HARRIOT01',589,12714,4752,929,1967,2896,394,176,268,861,1655,3630,1843,1424,1066,11,0,0
'HARRIST01',207,2840,1440,154,211,365,238,116,29,169,265,1363,592,303,255,20,1,0
'HARRITO01',14,147,68,3,8,11,8,5,0,10,15,55,16,38,33,12,3,0
'HARTJA01',138,2649,911,28,267,295,461,134,20,141,242,752,339,249,196,106,37,0
'HARVEAN01',187,1954,553,155,278,433,58,55,130,107,255,565,230,180,92,3,1,0
'HARVEDO01',205,3318,1150,191,636,827,161,97,80,209,464,985,453,369,243,10,1,0
'HASKICL01',681,17624,8743,119,237,2087,2382,127,30,0,1504,7824,3515,2163,1713,0,0,0
'HASKISC01',27,186,55,17,38,55,6,2,15,13,33,45,21,19,13,0,0,0
'HASLEUD01',155,4470,1420,428,771,1199,159,96,65,187,457,1088,551,408,318,7,0,0
'HASSEBI01',91,0,405,0,0,35,184,0,0,0,208,462,129,224,147,0,0,0
'HASSEJO01',292,3642,1723,102,205,307,386,126,17,178,361,1691,712,122,105,577,194,0
'HASSETR01',323,8570,1970,200,786,986,584,166,189,294,781,1876,813,344,266,229,78,0
'HASTISC01',578,5985,1647,424,863,1287,284,159,153,325,1037,1323,584,556,451,96,28,0
'HASTOKI01',27,134,32,1,26,27,8,0,6,10,19,56,13,12,6,6,0,0
'HATTOVE01',225,3666,1244,0,0,531,310,0,0,0,294,1409,485,373,274,0,0,0
'HAVLIJO01',1270,46471,26395,610,1389,8007,6114,476,117,204,3281,23930,10513,6589,5369,0,0,1
'HAWESST01',688,15831,5768,1232,3040,4272,1288,518,314,821,1886,4836,2337,1367,1080,47,14,0
'HAWKICO01',499,17234,8233,332,876,3971,2052,244,150,0,1459,6453,3013,2811,2207,0,0,1
'HAWKIHE01',983,32038,14468,825,2729,3554,2860,1622,302,1828,2044,10612,4889,3983,3464,3108,1226,1
'HAWKIJU01',58,685,134,16,62,78,47,29,6,29,57,148,57,20,10,24,10,0
'HAWKIMA01',39,0,152,0,0,0,51,0,0,0,87,195,55,61,42,0,0,0
'HAWKIMI01',75,641,132,21,47,68,117,21,2,50,69,130,49,20,16,59,18,0
'HAWKIRO01',103,2005,1313,107,133,240,150,114,47,45,252,1179,534,348,245,0,0,0
'HAWKITO01',764,18465,6672,0,0,4607,871,0,0,0,2214,6171,2761,2016,1150,0,0,0
'HAWTHNA01',162,1991,882,136,197,333,108,72,42,0,274,803,338,312,206,0,0,0
'HAYESEL01',1303,50000,27313,2778,6973,16279,2398,864,1771,1358,4193,24272,10976,7999,5356,34,5,1
'HAYESJA01',124,3604,1226,112,379,491,196,120,20,172,264,1226,484,216,176,255,82,0
'HAYESST01',212,2296,545,203,323,526,85,32,102,99,438,483,233,158,79,1,0,0
'HAYWOBR01',288,6544,1990,620,957,1577,158,137,424,291,755,1375,721,900,548,1,0,0
'HAYWOSP01',760,25600,14592,1493,3228,7038,1351,355,629,716,2167,12447,5790,3766,3011,8,1,1
'HAZENJO01',6,0,18,0,0,0,3,0,0,0,10,17,6,7,6,0,0,0
'HAZZAWA01',724,19202,9087,0,57,2146,3555,26,6,0,2027,8162,3597,2502,1893,0,0,1
'HEALSH01',49,308,97,3,19,22,38,4,3,22,22,121,33,10,7,83,24,0
'HEANEBR01',14,70,28,0,0,4,6,0,0,0,17,24,13,4,2,0,0,0
'HEARDGA01',787,19571,6828,1324,3329,5876,1220,784,780,349,2134,6877,2846,1736,1136,9,0,0
'HEDDEHE01',5,23,4,0,0,4,2,0,0,0,3,9,2,1,0,0,0,0
'HEGGSAL01',4,14,8,1,1,2,0,0,0,0,0,5,3,3,2,0,0,0
'HEINSTO01',654,19254,12194,0,0,5749,1318,0,0,0,2454,11787,4773,3353,2648,0,0,1
'HEMRIDI01',138,2384,863,0,0,703,102,0,0,0,240,717,270,483,323,0,0,0
'HENDEAL01',563,12830,4848,1286,1719,3005,377,344,273,683,1316,4057,1886,1682,1071,26,5,0
'HENDECE01',8,16,11,3,5,8,0,0,0,4,2,8,4,3,3,0,0,0
'HENDECE02',260,6182,1885,169,586,755,419,228,111,401,578,1797,783,438,313,43,6,0
'HENDEDA01',22,351,126,11,24,35,34,12,5,40,41,116,47,47,32,1,0,0
'HENDEGE01',871,18856,7773,526,927,1453,3141,939,99,1561,1918,6526,3079,1820,1412,611,203,0
'HENDEJE01',7,39,16,2,6,8,0,1,1,6,13,16,6,4,4,0,0,0
'HENDEJR01',30,331,97,20,27,47,22,9,4,18,29,96,35,45,25,5,2,0
'HENDEKE01',22,235,65,10,14,24,34,9,0,21,35,61,24,28,17,1,0,0
'HENDETO01',650,17690,6088,384,1110,1494,3136,760,76,693,1141,5601,2426,1673,1236,9,0,0
'HENDRMA01',114,1508,381,98,218,316,63,50,15,63,139,322,134,137,110,18,3,0
'HENNELA01',74,817,331,0,0,94,73,0,0,0,65,422,141,64,49,0,0,0
'HENRIDO01',138,3927,989,0,0,990,240,0,0,0,432,881,338,476,313,0,0,0
'HENRYAL01',49,447,194,0,0,148,8,0,0,0,43,162,69,80,56,0,0,0
'HENRYBI01',95,0,613,0,0,0,103,0,0,0,232,578,185,379,243,0,0,0
'HENRYCA01',28,149,78,8,11,19,4,5,0,9,11,67,31,17,12,10,4,0
'HENRYCO01',93,756,305,20,63,83,102,21,6,65,71,286,108,74,56,87,33,0
'HENRYSK01',4,15,4,0,2,2,4,0,0,1,1,5,1,4,2,2,0,0
'HENSOST01',238,2282,739,46,130,176,465,88,2,175,283,631,254,145,126,243,105,0
'HERMABI01',13,0,56,0,0,0,15,0,0,0,13,65,25,11,6,0,0,0
'HERMSCL01',288,62,2669,0,0,467,366,0,0,0,1043,3243,962,1139,745,0,0,0
'HERRECA01',465,8042,2481,577,1113,1690,261,237,203,446,934,2183,1039,625,401,14,2,0
'HERRECH01',70,1005,224,16,57,73,167,29,2,62,117,220,74,52,36,122,40,0
'HERROKE01',124,2620,1219,112,130,242,174,105,30,170,190,1108,485,288,247,12,2,0
'HERTZSI01',293,0,2563,0,0,260,618,0,0,0,619,3166,946,847,671,0,0,0
'HETZEFR01',416,8885,4658,0,0,2444,462,0,0,0,1107,4246,1789,1322,1080,0,0,0
'HEWITBI01',361,7461,2062,30,86,1994,469,9,10,0,792,2031,891,499,280,0,0,0
'HEWSOJA01',24,0,65,0,0,0,1,0,0,0,39,89,22,30,21,0,0,0
'HEYMAAR01',147,3019,1519,0,0,414,346,0,0,0,348,1322,564,576,391,0,0,0
'HICKEMA01',1,0,2,0,0,0,0,0,0,0,5,6,0,3,2,0,0,0
'HICKSPH01',57,390,132,39,55,94,32,13,0,13,57,132,59,18,14,0,0,0
'HIGGIMI01',18,111,30,6,3,9,5,2,4,5,21,18,9,17,12,0,0,0
'HIGGIRO01',779,17189,7011,946,1873,2819,1254,485,359,786,1712,5336,2483,2095,1693,1030,352,0
'HIGGISE01',220,3334,1375,92,310,402,226,73,32,239,351,1305,559,193,164,290,93,0
'HIGGSKE01',216,4435,1470,65,326,391,944,239,23,369,682,1221,538,480,386,55,8,0
'HIGHJO01',274,4538,1396,219,398,617,525,325,86,455,712,1168,508,607,376,38,4,0
'HIGHTWA01',316,7240,2848,0,0,1876,337,0,0,0,905,2888,1039,1028,770,0,0,1
'HILARMA01',212,6079,2275,466,853,1319,401,293,154,458,741,1635,849,905,577,7,0,0
'HILLAR01',468,11785,3214,230,687,917,2194,548,61,833,1445,2817,1150,1101,913,13,1,0
'HILLCL01',58,1050,320,0,0,178,114,0,0,0,98,309,107,137,106,0,0,0
'HILLGA01',79,1118,370,0,0,130,110,0,0,0,176,420,156,91,58,0,0,0
'HILLGR01',549,20833,11421,784,3307,4091,3151,832,328,1726,1370,8689,4162,4011,3036,239,61,1
'HILLHAR01',71,0,418,0,0,0,44,0,0,0,169,483,134,203,150,0,0,0
'HILLMDA01',287,6594,2471,624,1257,1881,406,229,277,368,1059,2128,992,822,487,0,0,0
'HILLTY01',801,22389,7532,2317,4537,6854,647,614,379,1244,2894,5643,2834,2901,1864,13,0,1
'HILTOFR01',120,2080,1131,0,0,254,190,0,0,0,245,1289,500,175,131,0,0,0
'HINRIKI01',153,5506,2121,74,489,563,1011,223,42,380,520,1944,763,384,306,777,289,0
'HINSORO01',507,15543,7206,1056,2396,3452,495,306,882,1009,1888,5568,2776,2232,1654,12,0,0
'HIRSCME01',13,0,19,0,0,0,10,0,0,0,18,45,9,2,1,0,0,0
'HITCHLE01',414,8364,2075,0,0,2183,499,0,0,0,685,2021,759,827,557,0,0,0
'HODGECR01',695,15077,5940,306,631,937,1769,553,26,815,1368,5130,2363,786,651,1408,563,0
'HODGEDO01',249,3501,1182,306,503,809,191,84,95,236,531,1057,462,357,254,14,4,0
'HOEFEAD01',65,0,361,0,0,0,36,0,0,0,159,533,133,147,95,0,0,0
'HOFFMPA01',317,5130,3234,0,0,1129,911,0,0,0,1138,3354,1139,1415,956,0,0,0
'HOGSEBO01',7,22,16,0,0,3,1,0,0,0,5,16,5,6,6,0,0,0
'HOGUEPA01',65,1487,409,0,0,461,48,0,0,0,255,449,164,181,81,0,0,0
'HOIBEFR01',541,9976,2944,125,1313,1438,846,428,59,292,783,2227,959,765,653,941,373,0
'HOLCODO01',3,0,15,0,0,0,5,0,0,0,5,12,3,14,9,0,0,0
'HOLLABR01',93,686,293,19,40,59,63,47,3,52,81,293,118,71,53,21,4,0
'HOLLAJO01',186,737,1084,0,0,510,327,0,0,0,538,1312,434,348,216,0,0,0
'HOLLAWI01',276,8171,3760,276,566,842,922,475,44,408,747,3558,1608,681,544,0,0,0
'HOLLIES01',25,154,69,21,24,45,6,11,1,14,28,75,30,12,9,0,0,0
'HOLLILI01',673,18453,7809,382,1219,1601,3006,1053,192,1337,1841,7211,3201,1882,1394,87,13,1
'HOLSTJI01',225,3476,859,0,0,659,249,0,0,0,426,981,317,348,225,0,0,0
'HOLTAL01',6,14,4,0,0,4,0,0,0,0,1,8,1,3,2,0,0,0
'HOLTOMI01',325,5836,2016,131,328,459,977,208,30,409,577,1805,796,491,396,109,28,0
'HOLUBDI01',48,0,504,0,0,0,37,0,0,0,159,662,195,180,114,0,0,0
'HOLUPJO01',192,3526,1347,0,0,852,193,0,0,0,515,1345,460,547,427,0,0,0
'HOLZMRE01',358,2106,2166,0,0,344,721,0,0,0,478,2622,830,742,506,0,0,0
'HONEYJE01',54,633,275,30,74,104,35,25,8,58,99,253,99,68,43,94,34,0
'HOODDE01',2,4,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0
'HOOVETO01',100,1270,350,0,0,425,56,0,0,0,257,310,128,159,94,0,0,0
'HOPKIBO01',273,5122,2237,0,0,1526,189,0,0,0,642,2168,854,695,529,0,0,0
'HOPPEDA01',169,2401,837,220,427,647,100,43,29,138,389,629,326,245,184,5,1,0
'HOPSODE01',334,7509,3633,421,518,939,539,319,159,548,672,3193,1375,1074,822,225,61,0
'HORANJO01',19,93,34,0,0,10,2,0,0,0,21,42,12,11,10,0,0,0
'HORDGCE01',145,2971,1099,239,614,853,169,59,38,231,456,894,425,385,246,16,3,0
'HORFOTI01',63,376,93,29,55,84,5,7,26,30,50,110,33,43,27,0,0,0
'HORNAJE01',1077,33964,15659,919,2727,3646,5281,1536,226,1971,2364,11957,5929,3390,2973,2055,828,1
'HORNRO01',31,314,77,0,0,77,11,0,0,0,50,94,28,31,21,0,0,0
'HORRYRO01',931,24178,7014,1377,3312,4689,2140,1049,923,1271,2405,5981,2580,1600,1180,1966,674,0
'HORTOED01',45,374,202,59,49,108,19,9,5,39,63,162,80,69,42,4,0,0
'HOSKEWI01',143,1395,573,0,0,355,94,0,0,0,219,485,235,144,103,0,0,0
'HOUBRBO01',281,6725,2611,0,0,1552,500,0,0,0,690,2245,906,1108,799,0,0,0
'HOUSEED01',297,4883,1982,71,403,474,506,209,16,259,386,2030,811,192,156,565,204,0
'HOUSTAL01',839,28308,14551,326,2108,2434,1990,566,139,1760,2062,12017,5337,2979,2572,3247,1305,1
'HOUSTBY01',214,2674,835,237,411,648,114,103,86,173,543,673,307,312,211,39,10,0
'HOVASTO01',2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
'HOWARBR01',95,1613,570,83,180,263,81,66,42,83,272,518,237,125,94,9,2,0
'HOWARDW01',82,2670,981,287,536,823,75,77,136,165,232,677,352,413,277,2,0,0
'HOWARGR01',92,852,312,0,0,227,53,0,0,0,117,304,118,109,76,0,0,0
'HOWARJO01',143,4035,1533,318,534,852,206,185,103,189,379,1325,606,370,267,181,54,0
'HOWARJU01',791,28710,13575,1667,4088,5755,2277,687,273,2060,2641,11641,5469,3471,2631,45,6,1
'HOWARMO01',32,345,152,17,22,39,42,17,8,0,51,132,64,35,24,0,0,0
'HOWAROT01',14,113,59,18,23,41,5,2,2,7,24,56,24,23,11,0,0,0
'HOWARST01',120,784,336,71,102,173,25,38,28,60,146,239,115,168,106,0,0,0
'HOWELBA01',950,30627,17770,0,0,9383,1853,0,0,0,3498,13585,6515,6224,4740,0,0,1
'HUBBABO01',62,0,224,0,0,0,29,0,0,0,73,334,83,86,58,0,0,0
'HUBBAPH01',665,15863,7228,1502,2036,3538,857,574,89,1310,2073,5394,2672,2667,1883,26,1,0
'HUDSOLO01',890,29794,17940,436,718,3926,2432,516,98,249,2439,15129,7392,3960,3156,0,0,1
'HUDSOTR01',438,9834,4065,158,620,778,1560,244,24,731,608,3719,1504,792,677,1140,380,0
'HUFFMNA01',7,76,23,9,14,23,5,1,3,3,13,25,9,8,5,0,0,0
'HUGHEAL01',68,866,356,0,113,113,61,26,5,63,79,372,152,84,49,17,3,0
'HUGHEED01',97,1158,296,24,69,93,159,65,3,56,122,279,116,52,36,77,28,0
'HUGHEKI01',341,5719,932,569,1023,1592,319,321,382,229,976,968,435,186,62,0,0,0
'HUGHELA01',444,13764,6749,545,1530,2075,1459,725,162,1027,1049,6012,2494,2013,1525,865,236,0
'HUGHERI01',21,224,82,24,25,49,9,3,1,14,30,72,35,26,12,1,0,0
'HUMMEJO01',327,7420,2248,133,331,1733,543,42,38,0,900,1998,875,950,498,0,0,0
'HUMPHJA01',788,23062,8772,529,1474,2003,4339,1153,89,1533,2173,7362,3502,1981,1549,738,219,0
'HUMPHKR01',67,873,278,73,124,197,43,25,18,52,96,287,116,101,44,6,2,0
'HUMPHRY01',85,772,197,86,103,189,18,20,19,48,113,227,78,76,41,3,0,0
'HUNDLRO01',431,9553,3625,0,0,1420,1455,0,0,0,786,3978,1382,1195,861,0,0,1
'HUNTEBR01',67,630,220,75,112,187,22,17,8,44,82,189,90,82,40,3,0,0
'HUNTECE01',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'HUNTELE01',24,114,42,0,0,50,11,0,0,0,16,64,18,14,6,0,0,1
'HUNTELI01',790,21550,7469,400,1495,1895,2272,1033,154,1068,1687,7143,2785,1208,897,2735,1002,0
'HUNTEST01',221,2796,854,222,365,587,36,23,254,104,369,625,340,370,174,1,0,0
'HURLEBO01',269,4170,1032,53,230,283,880,120,7,385,360,1023,361,320,246,235,64,0
'HURLERO01',46,0,239,0,0,0,34,0,0,0,85,447,100,64,39,0,0,0
'HUSTOGE01',496,12252,4380,201,483,684,2509,331,32,899,844,3805,1836,978,692,63,16,0
'HUSTOPA01',46,0,164,0,0,0,27,0,0,0,82,215,51,89,62,0,0,0
'HUTCHME01',437,16574,4851,0,0,4186,1298,0,0,0,1246,4962,1931,1470,989,0,0,1
'HUTTOJO01',120,723,302,0,0,187,115,0,0,0,199,338,112,113,78,0,0,0
'HYDERGR01',77,1359,417,0,0,332,48,0,0,0,187,409,183,71,51,0,0,0
'IAVARMA01',531,8371,2328,565,1160,1725,514,185,200,639,1255,1959,899,746,530,17,0,0
'IGUODAN01',82,2686,741,89,375,464,246,138,48,139,204,546,269,210,156,142,47,0
'ILGAUZY01',413,12079,6133,1193,2003,3196,499,236,781,873,1441,4800,2257,2107,1614,30,5,1
'IMHOFDA01',801,17874,5759,0,0,6099,1405,0,0,0,2445,5016,2299,1954,1161,0,0,1
'INGELTO01',48,398,129,10,34,44,37,19,4,0,43,131,50,37,29,0,0,0
'INGRAJO01',24,267,67,0,0,116,20,0,0,0,44,103,27,28,13,0,0,0
'IRVINBY01',87,849,451,56,67,123,73,44,3,59,77,350,165,158,114,20,7,0
'ISSELDA01',718,22342,14659,1686,4021,5707,1804,698,396,1281,2022,10711,5424,4756,3792,75,19,1
'IUZZOMI01',122,3049,1096,58,180,238,522,82,7,221,180,833,381,277,221,280,113,0
'IVERSAL01',610,25338,16738,554,1920,2474,3643,1453,121,2291,1318,14065,5875,5454,4195,2564,793,1
'IVEYRO01',62,809,220,19,65,84,103,39,7,58,140,198,85,67,47,9,3,0
'JACKSAL01',2,17,0,0,0,0,1,0,0,0,6,3,0,0,0,0,0,0
'JACKSBO01',485,10813,4859,415,1150,1565,1327,486,52,710,923,4344,1868,948,758,1027,365,0
'JACKSGR01',49,802,182,19,50,69,96,23,9,0,130,176,73,62,36,0,0,0
'JACKSJA01',431,7210,2370,206,579,785,500,258,53,348,725,2215,865,385,294,980,346,0
'JACKSJE01',105,1143,227,23,95,118,159,38,8,65,108,196,78,100,69,15,2,0
'JACKSJI01',845,28556,12569,1139,2937,4076,2816,714,182,2144,1921,11087,4764,2638,2178,2339,863,0
'JACKSLU01',522,13783,5170,0,0,4613,818,0,0,0,1564,4824,2004,1610,1162,0,0,1
'JACKSLU02',10,43,29,2,4,6,3,0,0,2,4,27,10,6,5,6,4,0
'JACKSMA01',1296,39124,12489,1112,3851,4963,10323,1608,117,3154,2230,10731,4793,2818,2169,2213,734,1
'JACKSMA02',267,5520,2415,441,805,1246,209,113,87,337,560,1923,861,851,687,28,6,0
'JACKSMI02',89,888,188,20,50,70,198,28,5,66,96,206,76,40,27,33,9,0
'JACKSMY01',8,22,11,1,2,3,6,1,0,5,1,9,2,8,7,0,0,0
'JACKSPH01',807,14201,5428,515,1447,3454,898,281,199,134,2366,4583,2076,1734,1276,2,0,0
'JACKSRA01',1,12,2,1,0,1,4,2,0,1,1,3,1,0,0,0,0,0
'JACKSRA02',28,272,114,30,24,54,8,3,11,26,29,108,46,32,21,7,1,0
'JACKSST01',17,92,38,12,15,27,16,5,0,10,13,33,17,3,3,5,1,0
'JACKSST02',311,8887,4073,249,891,1140,697,432,81,675,767,3561,1499,861,671,1201,404,0
'JACKSTO02',2,14,2,0,2,2,2,2,0,0,1,3,1,0,0,0,0,0
'JACKSTR01',129,1797,694,123,120,243,132,78,14,108,183,602,279,179,134,13,2,0
'JACKSWA01',56,939,243,53,80,133,30,26,5,0,126,242,96,71,51,0,0,0
'JACOBCA01',234,4773,1381,106,345,451,284,116,23,194,338,1095,437,408,314,522,193,0
'JACOBSA01',68,752,283,28,52,80,36,33,3,34,134,235,120,46,34,25,9,0
'JACOBWI01',18,0,50,0,0,0,5,0,0,0,25,69,19,25,12,0,0,0
'JAMERDA01',90,594,306,31,46,77,61,23,1,45,63,311,122,57,49,47,13,0
'JAMESAA01',356,7671,3829,549,921,1470,370,158,69,241,972,3347,1609,804,611,0,0,0
'JAMESGE01',88,0,296,0,0,141,95,0,0,0,191,347,116,114,64,0,0,0
'JAMESHE01',212,2703,1292,106,212,318,87,48,18,134,306,1139,472,242,196,402,152,0
'JAMESJE01',268,4074,1317,253,683,936,102,85,343,328,807,1130,557,329,203,2,0,0
'JAMESLE01',159,6510,3829,210,810,1020,1042,307,110,535,295,3176,1417,1096,824,525,171,0
'JAMESMI01',248,5895,2273,89,516,605,867,231,15,351,523,2036,836,421,320,789,281,0
'JAMESTI01',43,261,68,23,23,46,11,2,9,13,33,79,26,23,15,3,1,0
'JAMISAN01',486,17249,9321,1238,2310,3548,829,466,195,917,1151,7910,3646,2400,1742,889,287,0
'JAMISHA01',37,249,72,17,43,60,10,7,2,10,40,63,29,33,14,0,0,0
